exit_layer,num_speculations,acceptance_rate,total_time,time_per_token,tokens_per_second
13,5,0.5961616516113282,10.778929328918457,0.04210519269108772,24.550199890136717
13,6,0.643641722202301,9.825127792358398,0.03837940543889999,26.429241180419922
15,1,0.9458743810653687,11.3925630569458,0.04450219944119453,22.47633514404297
15,2,0.9579952836036683,9.472604370117187,0.03700236082077026,27.028435134887694
15,3,0.7380356013774871,10.732670974731445,0.041924495995044705,24.704302978515624
15,4,0.9114294052124023,8.489246559143066,0.0331611193716526,30.345771408081056
15,5,0.8679201602935791,8.479223155975342,0.03312196545302868,30.557265090942384
15,6,0.864378833770752,8.236598014831543,0.032174210995435715,31.253236389160158
17,1,0.9526885628700257,11.509777641296386,0.04496006891131401,22.262554168701172
17,2,0.9317448139190674,10.182467079162597,0.039775262027978896,25.163837814331053
17,3,0.8762172579765319,10.013037490844727,0.039113427698612216,25.852267837524415
17,4,0.8583439350128174,9.8569766998291,0.038503815233707425,26.524998474121094
17,5,0.9302433967590332,8.629121017456054,0.03370750397443771,29.678098297119142
17,6,0.8543678879737854,9.23993902206421,0.03609351180493832,27.896433639526368
19,1,0.9212973594665528,12.16378402709961,0.04751478135585785,21.107685089111328
19,2,0.8410805881023407,11.825176811218261,0.04619209691882133,22.5848237991333
19,3,0.94022536277771,9.94653377532959,0.03885364755988121,25.77872657775879
19,4,0.8302516996860504,10.823897743225098,0.04228085055947304,24.517358016967773
19,5,0.8465515971183777,10.319226455688476,0.04030947834253311,25.443936920166017
19,6,0.8713622927665711,9.974857521057128,0.03896428719162941,26.52127914428711
21,1,0.9786239743232727,12.254664993286132,0.047869785130023955,20.895226669311523
21,2,0.9683640718460083,11.0748685836792,0.04326120540499687,23.12838134765625
21,3,0.8643913984298706,11.510392189025879,0.04496246948838234,22.748131561279298
21,4,0.9913135409355164,9.749077415466308,0.03808233365416527,26.261288833618163
21,5,0.9126898050308228,10.058990859985352,0.03929293304681778,25.612541580200194
21,6,0.9336079597473145,9.721037483215332,0.03883888870477677,25.796814346313475
23,1,0.9255930185317993,12.891290092468262,0.05035660192370415,19.92659721374512
23,2,0.9145185112953186,11.994923973083496,0.04685517176985741,21.496966552734374
23,3,0.8860178470611573,11.874023056030273,0.046382902562618254,22.091703414916992
23,4,0.946572196483612,10.90830726623535,0.04261057525873184,23.625541305541994
23,5,0.8848497986793518,11.203488159179688,0.04376362562179566,23.286265563964843
23,6,0.8820547699928284,11.235552978515624,0.04388887882232666,23.50994453430176
25,1,0.9984375,12.890491676330566,0.05035348311066627,19.85965576171875
25,2,0.9521515130996704,12.20241413116455,0.047665680199861525,21.00498237609863
25,3,0.9331751227378845,12.0065185546875,0.046900463104248044,21.3781795501709
25,4,0.9885709047317505,11.323422241210938,0.04423211812973023,22.62157325744629
25,5,0.9628212213516235,11.385087013244629,0.04447299614548683,22.547341918945314
25,6,0.8664975047111512,12.489523696899415,0.04878720194101334,20.995936965942384
27,1,0.9830528736114502,13.39814453125,0.052336502075195315,19.11945037841797
27,2,0.9616271018981933,12.566214179992675,0.04908677414059639,20.39497489929199
27,3,0.9785695195198059,12.010325622558593,0.046915334463119504,21.31812438964844
27,4,0.8781052947044372,12.785850715637206,0.04994472935795784,20.12982292175293
27,5,0.9396821975708007,12.026162910461426,0.04697719886898995,21.369073104858398
27,6,0.9660289883613586,11.650834465026856,0.045511072129011156,21.97897605895996
29,1,0.9663512110710144,13.92350368499756,0.054388686269521716,18.398396301269532
29,2,0.9547397017478942,13.229911804199219,0.0516793429851532,19.414680099487306
29,3,0.9561762094497681,12.891216468811034,0.0503563143312931,19.950404357910156
29,4,0.9720669507980346,12.45006275177002,0.04863305762410164,20.574798583984375
29,5,0.9042255878448486,13.086451721191406,0.05111895203590393,19.91369037628174
29,6,0.7998001039028168,15.619829750061035,0.06101495996117592,18.013713836669922
31,1,0.9815850734710694,13.993824005126953,0.05466337502002716,18.29763832092285
31,2,0.9653130292892456,13.547499656677246,0.05291992053389549,18.903535461425783
31,3,0.9584615468978882,13.44573097229004,0.05252238661050797,19.059067153930663
31,4,0.8641353845596313,15.264284324645995,0.05962611064314842,17.826180076599123
31,5,0.9421368360519409,13.524209594726562,0.05282894372940063,19.124556732177734
31,6,0.8633392751216888,15.009032249450684,0.05862903222441673,17.923522758483887
33,1,0.9733455896377563,14.790257453918457,0.05777444317936897,17.32229537963867
33,2,0.9418468713760376,14.568251037597657,0.056907230615615846,17.66087703704834
33,3,0.9907216668128968,13.524544143676758,0.05283025056123734,18.929097747802736
33,4,0.9865521311759948,13.579336357116699,0.053044282644987104,18.853521728515624
33,5,0.81184002161026,13.93256072998047,0.06350153312087059,15.987672424316406
33,6,0.9100003838539124,14.774447059631347,0.05771268382668495,17.398412132263182
35,1,0.9937742233276368,14.958080291748047,0.05843000113964081,17.115482330322266
35,2,0.9559367299079895,14.916337203979491,0.05826694220304489,17.21513080596924
35,3,0.8284473538398742,16.695049858093263,0.06521503850817681,15.752488708496093
35,4,1.0,14.069918251037597,0.054960618168115614,18.195377349853516
35,5,1.0,13.928812026977539,0.05440942198038101,18.379531860351562
35,6,0.9848013997077942,13.849862861633301,0.054101026803255084,18.485730361938476
37,1,0.9666741609573364,15.426529693603516,0.060259881615638736,16.600037002563475
37,2,0.9988304138183594,14.922859191894531,0.05829241871833801,17.156138229370118
37,3,0.9728084444999695,15.229463386535645,0.059490091353654864,16.81772804260254
37,4,0.8916247367858887,16.431723213195802,0.0641864188015461,15.739091491699218
37,5,0.9944571256637573,14.704228591918945,0.05743839293718338,17.411263275146485
37,6,0.9747557878494263,14.739908790588379,0.057577768713235854,17.377199554443358
39,1,0.9937863349914551,15.687898063659668,0.06128085181117058,16.319417190551757
39,2,0.9853488326072692,13.209111213684082,0.06178491562604904,16.199539566040038
39,3,0.9948346853256226,15.473841285705566,0.06044469252228737,16.546177291870116
39,4,0.9916666626930237,12.932024955749512,0.06046190857887268,16.552796363830566
39,5,0.9852953076362609,15.539824867248536,0.06070244088768959,16.481403160095216
39,6,0.9868169546127319,15.334606170654297,0.05990080535411835,16.703518104553222
